评论id,评论内容,状态
3649896159,李现、魏大勋演技精湛。场景、服化道细节极致，精准复刻晚清风貌，剧组历史还原功力令人赞叹。他们不仅依据史料精心打造，更考量场景对演员表演的影响，品质追求尽显敬畏之心。剧组全员怀揣艺术热爱，用心呈现时代情感，让观众身临其境,已有
3655467207,前面男主还行，咋突然咋咋唬唬，好弱智,已有
3657296021,一流的拍摄器材调色，二流的演技演员道具服装化妆，三流的空洞台词剧本。看得出想说个好故事，但一开口就是主旋律那一套，这些年对国产确实不抱希望，但没想到原地踏步了这么些五六七八年，只学会了更专更红更正确伟大。,已有
3676005172,挺有质感的一部剧，女主人设很不错，男主也挺搞笑的，值得一看。,已有
3694736271,第一集第一个案子不太好看，但节奏较快，忍过开头后剧情逐渐精彩，令人发笑。,已有
3700843784,五年！还是老味道啊比想象的好多了 讨厌的角色都走了 新加的小女警也可爱有脑子 段子多了节奏也没掉 国产剧终于回归大众娱乐,已有
3728322948,故事挺好的，就是男主的眼神空洞，从头到尾感觉不到一丝爱意，永远呆滞，可能他只适合演不谈恋爱的正气捉妖师吧，女主有点感情，但不多，感觉不到她俩之间有爱情，毫无cp感，不如不加爱情戏,已有
3749071023,第二部生活感更强，有插科打诨，也有嬉笑怒骂，老几位演技一向在线，看着三位对手戏特别舒适！案子虽然中规中矩但很多都是实例，可看性也挺强,已有
3757945374,没啥群像的感觉 女二男主单拎出来可能反倒能看,已有
3759346111,剧情弱了点,已有
3776783597,没第一部好看了。现在国产电视剧的情节设计太幼稚，感觉都不如十几二十年前的编剧。警察脱个衣服就捂眼睛关电脑的很搞笑,已有
3783236650,有几个单元蛮出彩的，可惜男女主的情感关系还是有点平,已有
3784317124,年代剧狠狠代入了，身为90后真的感同身受，导演的运镜一镜到底太牛了，里面的配乐很适配。,已有
3794893796,服道化甚至光影都很还原。题材敏感，且看且珍惜。,已有
3801963823,这剧怎么有种说不上来的怪异，演员画风不统一不和谐，时而老派时而违和，时而正经时而跳脱，节奏挺快，剧本太粗糙，部分情节镜头有点恶俗……但是女主探案剧我还挺想看的，三星围观,已有
3808090769,置景很古典味，画中世界中式水墨风美学，悬疑味一开始够用，镜妖难缠又难杀，分裂出第二个男主为爱情线输血不好磕。循环节奏拖沓，浪费篇幅无效水集数。任嘉伦的台词比《请君》要好一点。雪夜俩人演得都蛮好。,已有
3831762574,和预期落差有点大,已有
3836590633,剧情是肉眼可见的俗套，但胜在颜值抗打、节奏也可以（不拖沓、不水时长）、特效也不错。为子的美貌和身段真的堪任“男妲己”。一众配角们也不错，尤其是小啾啾，笑点担当，男主和男配都长了嘴。,已有
3842272365,结局太仓促了，戛然而止的感觉，剧本不太好。看了三集，朱亚文的角色有点讨人嫌，剧情进度还可以，画面也不错。,已有
3849905016,男主人设落伍，现在谁还喜欢这么烂的人设啊？男二太丑，探案部分少的可怜还不好看,已有
3854910279,比第一部好看，开篇就是单纯老三位带着新徒弟认真破案，还夹杂着不少啼笑皆非的生活剧情，破案剧情尚可的情况下还不失轻松；剧情也更倾向于各类新型诈骗，新老人的结合也让新老破案办法的交织变得比较有看头；更重要的是，少了第一部的弱智女主，转为一个认真破案的年轻女警；中段侦查当年的老夏的案件，收尾太快、反转不足有一些疲软，以及从这个案件过度到最后的云贸商城大案，也是一样的感觉，前期铺垫不足，却在极快的篇幅内解决案件，侦破、审讯各种环节都比前半部要快很多；整体好于第一部，七分,已有
3875609084,向涵之没有大家说的那么糟糕，很灵动的小女孩，绿色那一套很美啊邓为也挺帅的，尹涛审美倒是不错,已有
3880972610,第一个故事铺垫这么多，到底想表达啥？整个故事逻辑不通...行了，看懂了，这是个披着捉妖的爱情故事。,已有
3890431744,这个剧的质感真好。里面的好妖真的太可爱啦！服化道都太舒服了。任嘉伦站在那里就有说不完的故事的感觉。,已有
3894303459,这剧有两个影帝,已有
3894306339,被罗伯特·麦基《故事》喂屎喂出来的达利特编剧写出来的剧本就是这么一股白左莲花味，不仅一定正面要突出一下罪犯，大篇幅描述“不得已”、“不容易”，而且一定要搞受害者有罪论那一套,已有
3921454361,女性是一种处境，而不是一种性别；男人的失权是从跪舔权力开始的；而女人的赋权，则是从建立主体性开始，而这一切的起始和条件，就是经济独立。国内很难拍出真正意义上的大女主剧，希望她们是自己拯救自己，而不是依靠‘男人爱她’这种偶然性带来的条件获得成功。,已有
3927098148,哪个时代八卦都是人类恶劣的本性，造黄瑶那段看的我拳头都硬了。,已有
3939261197,原著改编得超级好，改了女主嫁人的原因和原生家庭，男二改动让人设更香，保留了女主护花、设计和离的主线剧情，质感花了大价钱赏心悦目非常看好,已有
3942959111,许宏宇就是选角天才。宝儿姐与陈朵的水中打戏值得称赞。这一季制作明显更精良,已有
3943386149,其实还可以，文淇严宽尹昉都不错，但是罗正太丑了，非常影响我看剧，太可怕了，直接干掉两星,已有
3944154160,文淇的陈朵五星！诸葛青和难听的歌扣一星。,已有
3944749103,主体性超强的一对母女同居彼此治愈的日常，祖孙三代情感的传递，亲人的逝世，分手，告白，离职，带娃，剧中人物关系都非常良性，正向，积极，健康。女主的母女线，爱情线，事业线，20年前的母女线的刻画，欢笑的，鸡飞狗跳的，治愈的180天，完整的看到了女儿帮妈妈剪掉脐带迎接妹妹的过程，分娩的痛苦，重温自己和母亲的链接，熠熠生辉生命闪耀，母女情感共振的瞬间，太美好,已有
3946621725,漫改就得是原汁原味的沙雕才好看,已有
3947157588,完全细糠。其实这剧感情线很常规，夜半cp这么成功主要是因为很会演的国超和祖鹅搭配上很擅长用镜头捕捉演员情绪的玉芬。唯一短板就是编剧赵娜，每个单元最后都是靠站桩文戏大段输出教育人结束的，如果不是男女主和单元主演们演技撑住了我不敢想得有多啰嗦。5星是打给玉芬和超鹅的，赵娜永欠无忧渡。,已有
3947296669,文淇演技真的绝了！能不能多给文淇递点好的剧本啊，会演就该多演！,已有
3949812285,2025年开年第一部好看的玄幻仙侠，非常意外！服化道演员以及故事架构哪儿哪儿都惊艳,已有
3954752264,宽哥演的肖哥，文淇演的陈朵太好了，新版诸葛青是最大败笔，尹昉的马仙洪也蛮好，临时工团战燃爆，陈朵哭死我了，选择自己要想的生活太难了,已有
3954757869,比第一部还是差一些，但问题不在诸葛青，是本身的节奏稍欠。除了陈朵的故事，张楚岚为宝儿姐下的这盘棋也挺动人的。,已有
3955846095,傲娇男主我好爱啊啊啊，节奏飞快，男主古装扮相绝美，特效制作精良，最最重要的是没加多少滤镜啊啊啊啊，一整个精致,已有
3955898270,女主太小了撑不起来师傅这种角色的气场，男主在她旁边就像个脾气不好的反派大魔王,已有
3957721808,特效还行，对于仙风道骨来说张彬彬稍微有点笨拙，禁欲美强惨的感觉还阔以，原声台词不错，女主挺可爱的，但是话太多了，剧情有些无力，张雅钦挺灵。总体来说差点意思也有点意思，女主强视角看的有点爽。比隔壁好太多。后期情情爱爱太拖沓扣一星,已有
3957756689,时代痛点的题材真不错,已有
3958819852,原班人马+新加入文淇的陈朵果然很惊喜，严宽的肖自在还原度也不错～就连陈彦俊都能选到这么帅的，请问制作组为什么诸葛青非得换个吃藕和演技也那么emm的我请问呢？,已有
3959955326,看完有种被轻轻地托起，满满的包裹感。好舒服轻盈，我爱你我的孩子，仅此而已。,已有
3967583776,艾玛还是那味儿。,已有
3968868273,强剧情快节奏值得观看 特效贴合背景 武打动作融合巧妙 深刻探讨人生悔恨主题,已有
3971870176,优点：愿意也能写一些其他国产剧没能力写好的人际关系、社会矛盾。缺点：所有矛盾都大团圆了；人物的复杂性靠新矛盾中添加细节来呈现；戏剧矛盾全部集中在这几家，反而把运河边社会生态简化。编剧之前的《警察荣誉》比这部好就好在没强行弥合所有裂痕。PS怎么这么爱阿伦特啊。,已有
3972930689,全员演技在线，亲情线太好哭了。,已有
3973189532,节奏快男主演的好,已有
3973821971,很多逻辑立不住，勉强看完。,已有
3975879487,不想说任何坏话。（这已经是坏话了）十七那么谦恭有礼，和苏易水的蔑世冷淡气质相去甚远，还挺好奇会怎么去演绎。不过双鱼天生就是多面的，可以有很多可能，所以挺期待的。,已有
3984607224,李现演技真是有目共睹的好，角色塑造的很立体，剧中蒋长扬贡献超多名场面，尤其是老师哭丧那段真是教科书级别的,已有
3985300160,林玉芬很给力制作很精良奈何一颗老鼠屎坏了一锅粥男主依旧很拉胯他似乎很自信自己的原声台词在原声翻车那么多次的情况下依旧不依不饶台词有气无力难听得像念课文演技一言难尽颜值不复当年,已有
3987350524,男主没有气息的台词，女主像小学生，一集就弃剧，难看至极，宋祖儿也要迈进赵露思虞书欣的后尘吗,已有
3988266011,不算差，但也不算好，有点儿太拘泥漫画和动漫，却又无法做到分镜来去自如，好不容易觉得，诶这个地方改编的可以，下一秒又回去了。但是…但是，演员选角太牛了，尤其是陈朵和肖哥，文淇和严屹宽演的太牛了！！！其他也很贴脸。Tips：就是太吵了…有时候又无聊又吵。,已有
3989037940,双男主设定展开，童年灭门惨案与当下奇案交织，情节紧凑刺激，玉石人头等案件尺度大，元素丰富且勾连巧妙，不断反转，充满悬疑感；异域背景打造独特视觉风格，高饱和色彩与血腥场面反差强烈，配乐音效等也很好地营造出悬疑氛围；演员们演技出色，将角色的性格和情感演绎得十分到位，让观众能很好地代入剧情！,已有
3992353405,原创剧本就是猜不到剧情，目前有点意思，先码上五星,已有
4001962999,结尾那里看得我很幸福很温暖，看到唐奇幸福，我也很幸福，《滤镜》好好看,已有
4002018301,不如第一季,已有
4002845561,宝强表演合格，编剧不及格。编剧拖后腿，剧情莫名其妙。别一是刑侦片就要故弄玄虚。写崔业边缘人，不如他哥的人设根本没有代入感，表现人物性格的情节乱七八糟的，都没有渐进感。还不如把窝囊教师放开头，再到要钱、发言、吃饭这些。这样都有逻辑层次。开头仿英美剧设计是一个进步,已有
4009522497,虽然剧情有点散，打戏依然不错,已有
4010639093,比起外表 心灵和内在才是更值得关注的存在～这也是现在我们所处社会被忽略的一点。好喜欢檀健次的眼睛 实在好漂亮 超级爱他的微表情演技～兰迪本人很美的可惜不太上镜,已有
4015563621,超点的剧情桥段设计不合理，显得莫名其妙,已有
4015612701,确实没有第一季好看，情感线上对于罗英子动心的铺垫严重不足,已有
4020766210,看出来是花了钱的大制作，but台词语调有点出戏。,已有
4021113296,往来千里路长在 聚散十年人不同 随着运河成长的人们也带来了运河的变化 小演员们这段特别温暖明亮的色调让人不禁回忆起童年 质感特别好 会继续看,已有
4022996557,高开低走严重烂尾，23集结尾给我看楞了，两个明明擅长动脑的人非要动手，香港导演的通病什么都要打一架，警察居然不占上风差点被反派噶了，结尾更是骚操作，上一次挖坑不填让观众期待续集的悬疑剧已经凉透了,已有
4023763979,一部非常理想中的编剧本位的剧，大概是所有编剧们梦寐以求的状态，自己选的有演技的优秀演员，能实现自己想象的导演摄影剪辑特效，好故事永远值得赞美！ps，bgm的配音好好听，很久没有这么好听的配乐了,已有
4025249019,反复回忆 过于碎片化的剪辑 还是期待下第二季,已有
4028488885,不难看，就是普...美术出挑，其他皆套路。,已有
4029268962,所有角色都没有人性的弱点，导致他们没有人性……马思艺真的没有走错片场吗？她为什么拿的是青春伤痛的剧本……饶雪漫没有在找她吗？,已有
4031398187,演员表演弥补了剧本的一些不足，收尾很巧妙的过审了，不算烂尾。宝强演得真的不错。陈永胜擅长用眼睛表演，细腻自然。一只耳那个演员演出了在他自己的认知中自己很正常但是别人看他很变态的感觉。最后下线那段剧本情节设计有点搞,已有
4035188670,朱亚文角色表现有起伏,已有
4035299825,制作精良，关注的时间点也算稀有阶段，演的都很好，每个人物都有各自的特点,已有
4039782389,这剧质感太好了，节奏很快，上来就是下墓，鬼玺，阴兵，灭门戏,已有
4040121502,官宣时候那几句判词写挺好的，动态海报真的很有朝堂诡谲感，班底也牛b。开头情节就很抓人！第二集正在看！肖战演技台词真牛逼。,已有
4040424922,真的很好看的一部剧，每一集的信息量都特别大，而且很多钩子。反派也不会降智，藏海走的每一步真的都是在用命去拼。爱你的人只会希望你好好活着。,已有
4040679869,香堂案/梅家案/乔家案还行，矿山案有点离谱。逐渐乏味，感情线如鲠在喉。,已有
4050829411,这部在央视播出的权谋剧，质量上乘，演员演的也都很好，值得一个满分。,已有
4050916949,细节以小见大，光片头就已经赢麻了，让古画动起来！中国青绿山水和仕女人物画在影视剧中的传播太重要了。拜佛那里甚至有普度众生的感觉。不以物喜不以己悲她整个人是善良坚韧的同时敢爱敢恨，是我比较欣赏的女性角色,已有
4054394690,配乐，画面，置景，灯光哪哪哪都是大剧质感！李现的戏份太出彩了，古装也惊艳啊，风流倜傥，玉树临风，还带搞笑，活灵活现的蒋长扬。,已有
4055059304,为了喜剧而喜剧反而一点不好笑，有股子浓浓的大爹味。加了许多无聊的崔铁军张华戏份，真的又尬又无聊。爹味和年龄无关，而是加了很多无聊又尬的说教戏份。,已有
4056713159,一开始我是奔着男主去的，但是对女主不看好，看完感觉这种节奏很舒服，打戏也很利落，不愧是尹涛啊,已有
4057691647,真实、自然、诗意，一秒带我回到最无忧无虑的童年，是独属于我们这代人的年代记忆。白鹿突破很大，抹黑粉、戴牙套、剪短发差点儿认不出来，但身上那股子蓬勃生命力的劲儿确实很动人，很容易让人信服这就是故事里大华子夏凤华应有的样子，六个小家各有意趣，期待花街接下来要上演的故事。,已有
4059579018,翟潇闻第一次现偶男主角，好喜欢，虽然臭屁嘴毒，但内心很细腻，保护朋友，情商特别高，和父母朋友都相处的很好 我的受伤小乖狗，希望越多的大家可以看到我们小闻，一个很棒的想成为更好的演员，多看看我们红房子，非常值得看！！,已有
4061845725,服化道精致又没有过分滤镜，群演真实演技好，道具复原，比较精彩。细节有与历史大相径庭之处，也有不合情理的设定，烂尾，但总体瑕不掩瑜,已有
4066987190,兼具爽感和质感的一部剧，剧情推陈出新，结合旧框架和反套路设定，给人一种新的观剧体验，落地质感满满，男主很帅，演技也好，女主新面孔很可爱，我觉得她最贴徒弟那一世的人设，哦，还要夸一下特效，堪比电影的质感了都。看得出全剧组都在拿诚意做剧,已有
4071935805,人物不能因为服从剧情需要而前后矛盾，情节也不能拦腰截断为了后续粮票。失望至极，第三部不要拍了。,已有
4072360262,环环紧扣，剧情节奏还算流畅，没有特别侮辱人智商的片段，是个不错的剧，里面的女子群像不错。,已有
4075715472,个人喜好问题 第一集 弃,已有
4076738295,藏海传不是传统的复仇爽剧，堪称权谋剧天花板。主角藏海没有上帝视角，以身入局，步步为营，运筹帷幄。肖战演技非常出彩，其他演员也非常在线，哪怕一个小角色都有自己的故事线和立体的人设。,已有
4077349225,真的演技跟不上剧本会很难。别的不说恶毒女二选的就有问题，里面好几个人演技差到我快进3倍差点弃剧,已有
4077956833,第一季看的很开心，这一季看完第二集突然没有任何想看的欲望了。,已有
4080049689,主创沉溺在自我感动自我观照的作品，这个家庭生活极其不具有普适性，很难共情。让周雨彤演青年的母亲非常失败，她和李漠都有种不合群的自恋。剧扑的合情合理,已有
4084435077,剧本挺用心，三个主演演技在线，反转也多，感觉可以镇压迷雾剧场,已有
4085479558,前半段单元案水平一般，但群像挺可爱，有不少笑点，所以也能看下去，后半段党争权谋，比前面单元案更好看更紧凑，翟子路古装真帅，播音主持出身，台词不错，前半段贡献了很多笑点，角色先抑后扬、后期转变不错，主角配角的服装都很好看，最后一集看得很感人，男二女二的感情线最后给了开放式结局也挺好,已有
4088019983,按这个节奏，下一部出来的时候，前两部剧情我就忘光了😂，另外，BGM 都太奇怪了,已有
4092039138,剧情有逻辑，细节关注普通劳动者。,已有
4092204485,文淇大哭那段演得挺好。像婴儿初啼。陈朵最想要的是选择离开这个世界啊。其实一直觉得文淇的眼睛很特别，像鹰一样锐利，笑起来又很孩子气。陈朵这种对世界一无所知的状态，文淇的眼神表现得很好，简直是天选。可惜镜头还是太少。第二季换诸葛青让人失望，观众的眼睛也需要保护。,已有
4096402691,男主台词太劝退了吧，棒读。长的也土。,已有
4099217323,看了几集看不下去了 比第一季难看 尴尬,已有
4105553794,20集以前真拍得挺好，后面5集这都什么呀？？！！！我们李红旗不配活着吗？怒减一星,已有
4106082587,这节奏真是要了命，现在的国产悬疑剧一味追求质感和逼格，但剧情和导演仍是稀碎；陈永胜收收你的鼻涕吧，没见过演员哭戏这么甩鼻涕的,已有
4107161046,弃了，哪哪都不对，看的干着急,已有
4109639218,因为《对手》看的蛮愉快，所以对于同班底的本片还是有些期待的。前几集确实还不错，眼角膜线和方慧线都铺垫的还可以。然后越看越觉得剧本普普通通，全靠演技和剪辑在撑场。可是阿兰下线后，剧情就开始莫名其妙，很多角色都成了编剧的提线木偶，找不到这个角色要这样做的合理逻辑。总之，剧本架构就有硬伤，一季都没整明白还给第二季挖坑呢。之前《县委大院》踩雷王小枪的时候，还以为是编剧和题材之间的水土不服，这次《黄雀》看完，只想拉黑。目前7.1的评分真的太水了，两星半。,已有
4113424651,不愧是最“能打”的古装喜剧，打戏设计甩某些武侠影剧几条街。整体来说，和第一季差不多，有爆笑的剧情，也有尴尬的剧情。宋小宝戏份少了就好很多。文松女装太好看了。我居然有点喜欢潘高芝（苍井星月）。这一部也留了不少悬念，期待第三季。,已有
4114882028,罪魁祸首是弟弟和父亲，再加上捡来的那个男孩,已有
4118181238,稀烂的剧情配上男主稀烂的演技,已有
4126474627,这个电视剧清纯偶像校园剧的天花板了，超越普通的青春偶像剧了，而且里面小鲜肉也挺会演戏的，很有电影的质感，逻辑也清晰，导演真的会拍，拍的很真实，节奏也不错，很温馨，也蛮搞笑的，父母的爱情也是很浪漫，这个导演真挺虐人心，很好哭,已有
4128232130,男女主都是演技派。希望剧本好一点——好吧，这剧前期剧情真的太颠了。但，喜欢里面的人物，每个人物都在真实的基础上趋向于你理想，人物关系也是正常的基础上趋向于理想。高智商角色的智商始终在线，是真的贯彻始终，很舒服。男女主角虽然没有什么C P感，但是演技弥补了不足，你能从他们的眼神中感受到情感的流动。最后能被他们的真诚所打动。当然偶像剧有的悬浮、粗糙的毛病这部剧也都有。但职场部分没那么尴尬，小公司的创业热情还挺真情实感。最后人物的群像拍照有种剧集杀青的圆满感。,已有
4133486101,剧情节奏快但是流水账，男女主开创了继五官乱飞型演技后又一个鸡肋念台词木头流。男主平平无奇根本没有演出角色的魅力，女主作为戏眼是完全没撑起来，总是一副莫名其妙不知道在笑什么。,已有
4144480932,拍的和电影版有一拼，是真儿戏。。。,已有
4146868056,国产剧里久违的逻辑在线 无敌callback埋线的仙侠剧！真的六边形战士，无法描述地上头好看，我一个明侦粉都拿出看家本领梳理时间线了🤦‍♀️就知道这剧做的逻辑多严谨了…前8集需要无数次重刷发现新剧情里的埋点…太鬼畜了…而且有侠气！有热血招数！更更重要男女主的情感线真的好细腻好细腻！需要反复品味猜测推理他们各自的心境…太神奇的剧了,已有
4146877857,剧情紧凑，特效和实景用心。男主邓为演技不错，情绪转换到位。编剧设定区别于一般仙侠剧,已有
4153549474,五毛特效？不存在的！这里的特效至少值五块！菩提树开花美到能当壁纸，打斗场面经费疯狂燃烧，连男主的面具都是有效掉落,已有
4155180723,保持该有的水准,已有
4158495858,男主斗篷出场画面帅炸了，看得出来导演有用心做特效了,已有
4159860766,陈操陈大佐值得一星，这个建斌把烂演技贯彻到底了，看到那张脸就反胃,已有
4160820842,首部铁路反扒题材震撼来袭，《对手》原班人马的班底精心打造，老戏骨演技炸裂，共演反扒风云。火车站成警匪智斗战场，盗贼潜伏，人群喧嚣藏陷阱。郭京飞塑造睿智反扒专家郭鹏飞，与犯罪团伙斗智斗勇；秦岚由电音朵拉变身黑莲花医生黎小莲，温柔背后暗藏玄机。嘈杂车厢，众生百态，真实烟火气直击心灵。局中局、案中案，错综复杂引人入胜。,已有
4161679242,喜欢双向奔赴he；最后应该给太子一个开放结局,已有
4162866863,神如金,已有
4167858581,题材好，但剧情剪辑混乱，角色铺陈过多导致剧情稀碎,已有
4168071093,女主真土，邓为我恨你像块木头,已有
